14   # Number of entries for wfpcwf2.tab
-1.10  -701.0  # Z4 & Secondary position on August 15, 1990 (zeropoint)
# The following aberrations are in waves at 547 nm in V2,V3 coordinates.
# The focus value has desorption removed.  File created July 1994.
# Date of         Focus  X-Astig  Y-Astig   X-Coma   Y-Coma   X-Clov   Y-Clov   Spher    Spher5
# Move (dmy)       Z4       Z5       Z6       Z7       Z8       Z9      Z10      Z11      Z22
#-----------------------------------------------------------------------------------------------
 24   4  1990       0.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 20   5  1990    -615.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 15   6  1990    -690.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 25   6  1990    -539.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 23   7  1990    -711.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 15   8  1990    -701.0   0.0013  -0.0230  -0.0036   0.0510   0.0000   0.0085  -0.5466   0.0180
 26  10  1990    -681.0   0.0013  -0.0230  -0.0036   0.0510   0.0000   0.0085  -0.5466   0.0180
 17  12  1990    -680.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 22   2  1991    -655.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 22   3  1991    -655.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
  6   4  1991    -655.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 11   4  1991    -640.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 23   8  1992    -626.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
 25  11  1992    -616.0   0.0087  -0.0452   0.0112   0.0414  -0.0092   0.0167  -0.5466   0.0180
